0,Black,1,1,1
1,Red,222,56,43
2,Green,57,181,74
3,Yellow,255,199,6
4,Blue,0,111,184
5,Magenta,118,38,113
6,Cyan,44,181,233
7,White,204,204,204
8,Bright Black (Gray),128,128,128
9,Bright Red,255,0,0
10,Bright Green,0,255,0
11,Bright Yellow,255,255,0
12,Bright Blue,0,0,255
13,Bright Magenta,255,0,255
14,Bright Cyan,0,255,255
15,Bright White,255,255,255
