0,Black,12,12,1
1,Red,197,15,3
2,Green,19,161,1
3,Yellow,229,229,1
4,Blue,0,55,21
5,Magenta,136,23,15
6,Cyan,58,150,22
7,White,204,204,20
8,BrightBlack(Gray),118,118,11
9,BrightRed,231,72,8
10,BrightGreen,22,198,1
11,BrightYellow,245,245,6
12,BrightBlue,59,120,25
13,BrightMagenta,180,0,15
14,BrightCyan,97,214,21
15,BrightWhite,255,255,25
