0,Black,0,0,0
1,Red,128,0,0
2,Green,0,128,0
3,Yellow,128,128,0
4,Blue,0,0,128
5,Magenta,128,0,128
6,Cyan,0,128,128
7,White,192,192,192
8,Bright Black (Gray),128,128,128
9,Bright Red,255,0,0
10,Bright Green,0,255,0
11,Bright Yellow,255,255,0
12,Bright Blue,0,0,255
13,Bright Magenta,255,0,255
14,Bright Cyan,0,255,255
15,Bright White,255,255,255
